Handle,Tracklist,Format,Label,ReleaseYear
al-green-the-hi-records-singles-collection-lp-new-vinyl-0767981161075,"1. I Want To Hold Your Hand 
2. What Am I Gonna Do With Myself 
3. One Woman 
4. Tomorrow's Dream 
5. You Say It 
6. Gotta Find A New World 
7. Right Now Right Now 
8. All Because (I'm A Foolish One) 
9. I Can't Get Next To You 
10. Ride Sally Ride 
11. Driving Wheel 
12. True Love 
13. Tired Of Being Alone 
14. Get Back Baby 
15. Let's Stay Together 
16. Tomorrow Dreams 
17. Look What You Done For Me 
18. La-La For You 
19. I'm Still In Love With You 
20. Old Time Lovin' 
21. You Ought To Be With Me 
22. What Is The Feeling 
23. Call Me (Come Back Home) 
24. What A Wonderful Thing 
25. Here I Am (Come Take Me) 
26. I'm Glad You're Mine 
27. Livin' For You 
28. It Ain't No Fun To Me 
29. Let's Get Married 
30. So Good To Be Here 
31. Sha-La-La (Make Me Happy) 
32. School Days 
33. L-O-V-E (Love) 
34. Wish You Were Here 
35. Oh Me, Oh My (Dreams In My Arms) 
36. Strong As Death (Sweet As Love) 
37. Full Of Fire 
38. Could I Be The One 
39. Let It Shine 
40. There's No Way 
41. Keep Me Crying 
42. There Is Love 
43. I Tried To Tell Myself 
44. Something 
45. Love & Happiness 
46. Glory Glory 
47. Belle 
48. Chariots Of Fire 
49. I Feel Good 
50. Feels Like Summer 
51. To Sir With Love 
52. Wait Here ","Vinyl, Box Set",Fat Possum Records,2019
grant-green-grants-first-stand-lp-new-vinyl-7745061,"1. Miss Ann's Tempo 
2. Lullaby Of The Leaves 
3. Blues For Willarene 
4. Baby's Minor Lope 
5. Ain't Nobody's Business If I Do 
6. A Wee Bit O' Green ",Vinyl,"Blue Note, UMe, Blue Note, UMe, Blue Note, Blue Note, Blue Note",2019
grant-green-idle-moments-lp-new-vinyl-6511745,"1. Idle Moments (14:54)
2. Jean De Fleur (6:50)
3. Django (8:43)
4. Nomad (12:16)",Vinyl,"Blue Note, UMe",2024
peter-green-2-in-the-skies-lp-new-vinyl-movlp1680,"1. In The Skies 
2. Slabo Day 
3. A Fool No More 
4. Tribal Dance 
5. Seven Stars 
6. Funky Chunk 
7. Just For You 
8. Proud Pinto 
9. Apostle ",Vinyl,"Music On Vinyl, BMG",2016
peter-green-2-kolors-lp-new-vinyl-movlp2496y,"1. What Am I Doing Here? (3:29)
2. Bad Bad Feeling (3:36)
3. Big Boy Now (5:54)
4. Black Woman (3:57)
5. Bandit (3:05)
6. Same Old Blues (3:29)
7. Liquor And You (3:36)
8. Gotta Do It With Me (5:54)
9. Funky Jam (3:57)",Vinyl,"Music On Vinyl, Sanctuary, BMG",2023
peter-green-2-little-dreamer-lp-new-vinyl-movlp2259g,"1. Loser Two Times (4:28)
2. Momma Don'tcha Cry (3:19)
3. Born Under A Bad Sign (2:53)
4. I Could Not Ask For More (4:55)
5. Baby When The Sun Goes Down (5:33)
6. Walkin' The Road (3:49)
7. One Woman Love (5:28)
8. Cryin' Won't Bring You Back (5:03)
9. Little Dreamer (7:00)",Vinyl,"Music On Vinyl, Sanctuary, BMG",2023
peter-green-2-whatcha-gonna-do-lp-new-vinyl-movlp2494s,"1. Gotta See Her Tonight 
2. Promised Land 
3. Bullet In The Sky 
4. Give Me Back My Freedom 
5. Last Train To San Antone 
6. To Break Your Heart 
7. Bizzy Lizzy 
8. Lost My Love 
9. Like A Hot Tomato 
10. Head Against The Wall ",Vinyl,"Music On Vinyl, Sanctuary, BMG",2024
peter-green-2-white-sky-lp-new-vinyl-movlp2495b,"1. Time For Me To Go (3:52)
2. Shining Star (3:05)
3. The Clown (6:00)
4. White Sky (Love That Evil Woman) (8:46)
5. It's Gonna Be Me (3:32)
6. Born On The Wild Side (2:58)
7. Fallin' Apart (3:47)
8. Indian Lover (3:29)
9. Just Another Guy (6:06)",Vinyl,"Music On Vinyl, Sanctuary, BMG",2023
greentea-peng-tell-dem-its-sunny-lp-new-vinyl-grtpg002v,"1. Bali Skit (Part 1) 
2. Tardis (Hardest) 
3. One Foot 
4. Nowhere Man 
5. Glory 
6. My Neck 
7. Create Or Destroy 
8. Green 
9. Raw (3:02)
10. Stones Throw 
11. The End (Peace) 
12. Whatcha Mean 
13. I AM (Reborn) 
14. Bali Skit (Part 2)	 ",Vinyl,AWAL Recordings,2025
grim-reaper-3-see-you-in-hell-lp-new-vinyl-movlp666,"1. See You In Hell 
2. Dead On Arrival 
3. Liar 
4. Wrath Of The Ripper 
5. Now Or Never 
6. Run For Your Life 
7. The Show Must Go On 
8. All Hell Let Loose ",Vinyl,Music On Vinyl,2013
josh-groban-harmony-lp-new-vinyl-0093624888437,"1. The World We Knew (Over And Over) 
2. Angels 
3. Celebrate Me Home 
4. Shape Of My Heart 
5. Your Face 
6. Both Sides Now 
7. She 
8. The Impossible Dream 
9. The First Time Ever I Saw Your Face 
10. It's Now Or Never 
11. I Can't Make You Love Me 
12. The Fullest 
13. Nature Boy 
14. I'll Stand By You (Duet with Helene Fischer) 
15. April Come She Will 
16. I Can See Clearly Now 
17. Con Los Anos Que Me Quedan 
18. Solitaire ",Vinyl,Reprise Records,2021
grooverider-mysteries-of-funk-lp-new-vinyl-movlp3400c,"1. Cybernetic Jazz (12:18)
2. Rainbows Of Colour (8:22)
3. On The Double (8:45)
4. Time & Space (7:11)
5. Where's Jack The Ripper (9:15)
6. Fly With Me (1:56)
7. C Funk (11:44)
8. Starbase 23 (10:19)
9. Time & Space (Heaven Mix) (3:03)
10. Rivers Of Congo (8:29)
11. Imagination (Parts 1 & 2) (8:25)
12. 560° (7:22)
13. Imagination (Part 3) (4:55)
14. Stay With Me (10:01)
15. Rainbows Of Colour (Heavens Breath) (0:17)",Vinyl,Music On Vinyl,2023
dave-grusin-kaleidoscope-straight-no-chaser-lp-new-vinyl-dynam7112,"1. Kaleidoscope 
2. Straight No Chaser ",Vinyl,Dynamite Cuts,2022
guano-apes-planet-of-the-apes-rareapes-lp-new-vinyl-movlp2984c,"1. Stay (3:48)
2. Underwear (3:28)
3. La Noix (2:19)
4. Cuts (3:34)
5. Candy Love (3:33)
6. Trumpet Song (2:54)
7. Cream Over Moon (3:40)
8. Allies (3:08)
9. Ain't Got Time (2:42)
10. Electric Nights (3:27)
11. Counting The Days (3:39)
12. Open Your Eyes (Calcia Mix) (6:37)
13. Maria (D+B Smooth Mix) (5:26)
14. 360° Aliendrop (Kaleve Mix) (4:01)
15. Don't You Turn Your Back On Me (Frozen Mix) (4:05)
16. Big In Japan (Space Jazz Dubmen Mix) (4:32)
17. Dödel Up (Kukliczi Mix) (4:16)
18. Plastic Mouth (G-Ball & Kaa Mix) (4:05)
19. Pretty In Storm (G-Ball & Kaa Mix) (3:45)",Vinyl,"Music On Vinyl, Sony Music",2022
tommy-guerrero-loose-grooves-bastard-blues-lp-new-vinyl-bewith155lp,"1. Side A 
2. B.W.S Blues 
3. So Blue It's Black 
4. Keep On Keepin On 
5. Azule 
6. Black Sheep Blues 
7. 30 
8. Side Bastard 
9. Pollo Caliente 
10. Never 
11. Solow 
12. Introspection Section 
13. Gone 
14. In My Head 
15. Soul Miner ",Vinyl,Be With Records,2024
tommy-guerrero-return-of-the-bastard-lp-new-vinyl-bewith156lp,"1. And The Folklore Continues 
2. La Califas Perdido 
3. I Would Go With You 
4. No Time For Time 
5. Calling For Ya! 
6. Bloodinthemud 
7. Zapata's Boots 
8. Mosaic Man 
9. What Have I Been Doing Since I Was Gone? 
10. Paper Switchblade 
11. Never Forget To Remember 
12. Run With The Hunted 
13. New Terrain 
14. 40 Summers 
15. The Simple Man ",Vinyl,Be With Records,2024
tommy-guerrero-soul-food-taqueria-lp-new-vinyl-bewith026lp,"1. Intro Lectric Chile Goat (0:56)
2. Abierto (3:59)
3. Organism (4:07)
4. Thank You MK (3:50)
5. Tatanka (4:09)
6. Interlude Train Of Thought (1:20)
7. It Gets Heavy (3:23)
8. Thin Brown Layer (4:39)
9. Interlude So Many Years Ago (0:45)
10. Terra Unfirma (4:05)
11. Gettin It Together (3:22)
12. Another Brother Gone (2:28)
13. Broken Blood (3:47)
14. Interlude And The Day Goes By (1:28)
15. Lost Unfound (3:32)
16. The Color Of Life (3:57)
17. Falling Awake (3:56)",Vinyl,Be With Records,2017
guns-n-roses-use-your-illusion-i-lp-new-vinyl-gnr4,"1. Right Next Door To Hell 
2. Dust N' Bones 
3. Live And Let Die 
4. Don't Cry (Original) 
5. Perfect Crime 
6. You Ain't The First 
7. Bad Obsession 
8. Back Off Bitch 
9. Double Talkin' Jive 
10. November Rain 
11. The Garden (feat. Alice Cooper) 
12. Garden Of Eden 
13. Don't Damn Me 
14. Bad Apples 
15. Dead Horse 
16. Coma ","2xVinyl, LP, Album, 180 Gram, Gatefold, Remastered, Insert",Geffen Records,2022
guns-n-roses-use-your-illusion-ii-lp-new-vinyl-gnr5,"1. Civil War 
2. 14 Years 
3. Yesterdays 
4. Breakdown 
5. Pretty Tied Up (The Perils Of Rock N' Roll Decadence) 
6. Locomotive (Complicity) 
7. So Fine 
8. Estranged 
9. You Could Be Mine 
10. My World 
11. Don't Cry (Alt. Lyrics) 
12. Bad Apples 
13. November Rain 
14. Get In The Ring 
15. Used To Love Her 
16. Sorry ","2xVinyl, LP, Album, 180 Gram, Gatefold, Remastered, Insert",Geffen Records,2022
guns-n-roses-greatest-hits-lp-new-vinyl-712479,"1. Welcome To The Jungle 
2. Sweet Child O' Mine 
3. Shadow Of Your Love 
4. Patience 
5. Paradise City 
6. Knockin' On Heaven's Door 
7. Civil War 
8. You Could Be Mine 
9. Don't Cry (Original Version) 
10. November Rain 
11. Live And Let Die 
12. Yesterdays 
13. Ain't It Fun 
14. Since I Don't Have You 
15. Sympathy For The Devil ","2xVinyl, LP, Album, Compilation, 180 Gram","Geffen Records, UMe",2020
woody-guthrie-american-folk-legend-lp-new-vinyl-vp80754,"1. Pastures Of Plenty 
2. So Long, It's Been Good To Know You 
3. Hard, Ain't It Hard 
4. Car Song 
5. Ramblin' Round 
6. Ship In The Sky 
7. Sinking Of The Reuben James 
8. Do-Re-Mi 
9. Jesus Christ 
10. When The Curfew Blows (Curfew Blow) 
11. 1913 Massacre 
12. Talking Fishing Blues 
13. Pretty Boy Floyd 
14. The Grand Coulee Dam 
15. When That Great Ship Went Down (The Great Ship) 
16. Billy The Kid 
17. Buffalo Gals 
18. Dead Or Alive (Poor Lazarus) 
19. New York Town 
20. Hard Travelin' 
21. This Land Is Your Land 
22. Buffalo Skinners 
23. Muleskinner Blues 
24. Wreck Of The Old 97 
25. Sally Goodin' 
26. I Ain't Got No Home 
27. Whoopie Ti Yi Yo, Get Along Little Dogies 
28. Jesse James 
29. Going Down The Road Feeling Bad 
30. New Found Land 
31. Talking Columbia 
32. Talking Sailor 
33. Go Tell Aunt Rhody 
34. Chisholm Trail 
35. Ranger's Command 
36. Stackolee 
37. Better World A-Comin' ",Vinyl,Vinyl Passion,2016
buddy-guy-blues-singer-lp-new-vinyl-movlp1874,"1. Hard Time Killing Floor (2:47)
2. Crawlin' Kingsnake (5:16)
3. Lucy Mae Blues (3:56)
4. Can't See Baby (4:03)
5. I Love The Life I Live (2:46)
6. Louise McGhee (5:22)
7. Moanin' And Groanin' (3:28)
8. Black Cat Blues (4:27)
9. Bad Life Blues (3:48)
10. Sally Mae (4:26)
11. Anna Lee (4:13)
12. Lonesome Home Blues (5:04)",Vinyl,"Silvertone Records, Music On Vinyl",2017
buddy-guy-bring-em-in-lp-new-vinyl-movlp191,"1. Now You're Gone (5:03)
2. Ninety Nine And One Half (3:47)
3. What Kind Of Woman Is This? (5:17)
4. Somebody's Sleeping In My Bed (6:25)
5. I Put A Spell On You (4:04)
6. On A Saturday Night (3:18)
7. Ain't No Sunshine (3:25)
8. I've Got Dreams To Remember (4:56)
9. Lay Lady Lay (4:35)
10. Cheaper To Keep Her / Blues In The Night (6:17)
11. Cut You Loose (7:39)
12. The Price You Gotta Pay (3:41)
13. Do Your Thing (4:07)",Vinyl,"Music On Vinyl, Silvertone Records",2018
buddy-guy-damn-right-ive-got-the-blues-lp-new-vinyl-movlp2702,"1. Damn Right, I've Got The Blues (4:29)
2. Where Is The Next One Coming From (4:35)
3. Five Long Years (8:23)
4. Mustang Sally (4:43)
5. There Is Something On Your Mind (4:45)
6. Early In The Morning (3:09)
7. Too Broke To Spend The Night (5:00)
8. Black Night (7:42)
9. Let Me Love You Baby (3:56)
10. Rememberin' Stevie (6:55)",Vinyl,"Music On Vinyl, Silvertone Records",2020
buddy-guy-feels-like-rain-lp-new-vinyl-movlp2764,"1. She's A Superstar (5:01)
2. I Go Crazy (2:29)
3. Feels Like Rain (4:35)
4. She's Nineteen Years Old (5:40)
5. Some Kind Of Wonderful (3:27)
6. Sufferin' Mind (3:30)
7. Change In The Weather (4:35)
8. I Could Cry (5:09)
9. Mary Ann (3:10)
10. Trouble Man (4:04)
11. Country Man (6:15)",Vinyl,"Music On Vinyl, Silvertone Records, Sony Music",2021
buddy-guy-feels-like-rain-lp-new-vinyl-movlp2764c,"1. She's A Superstar (5:01)
2. I Go Crazy (2:29)
3. Feels Like Rain (4:35)
4. She's Nineteen Years Old (5:40)
5. Some Kind Of Wonderful (3:27)
6. Sufferin' Mind (3:30)
7. Change In The Weather (4:35)
8. I Could Cry (5:09)
9. Mary Ann (3:10)
10. Trouble Man (4:04)
11. Country Man (6:15)",Vinyl,"Music On Vinyl, Silvertone Records, Sony Music",2023
buddy-guy-heavy-love-25th-anniversary-lp-new-vinyl-movlp2576c,"1. Heavy Love (5:39)
2. Midnight Train (5:21)
3. I Got A Problem (5:17)
4. I Need You Tonight (5:17)
5. Saturday Night Fish Fry (5:29)
6. Had A Bad Night (4:43)
7. Are You Lonely For Me Baby (3:55)
8. I Just Want To Make Love To You (3:26)
9. Did Somebody Make A Fool Out Of You (7:49)
10. When The Time Is Right (4:32)
11. Let Me Show You (5:34)",Vinyl,"Silvertone Records, Sony Music, Music On Vinyl",2023
buddy-guy-living-proof-lp-new-vinyl-movlp252,"1. 74 Years Young 
2. Thank Me Someday 
3. On The Road 
4. Stay Around A Little Longer 
5. Key Don't Fit 
6. Living Proof 
7. Where The Blues Begins 
8. Too Soon 
9. Everybody's Got To Go 
10. Let The Door Knob Hit Ya 
11. Guess What 
12. Skanky ","Vinyl, Vinyl, All Media",Music On Vinyl,2010
buddy-guy-slippin-in-lp-new-vinyl-movlp2456,"1. I Smell Trouble (3:12)
2. Please Don't Drive Me Away (3:55)
3. 7-11 (6:57)
4. Shame, Shame, Shame (3:29)
5. Love Her With A Feeling (4:27)
6. Little Dab-A-Do (5:19)
7. Someone Else Is Steppin' In (Slippin' Out, Slippin' In) (4:26)
8. Trouble Blues (3:07)
9. Man Of Many Words (3:02)
10. Don't Tell Me About The Blues (6:16)
11. Cities Need Help (5:29)",Vinyl,"Music On Vinyl, Silvertone Records",2019
buddy-guy-slippin-in-lp-new-vinyl-movlp2456c,"1. I Smell Trouble (3:12)
2. Please Don't Drive Me Away (3:55)
3. 7-11 (6:57)
4. Shame, Shame, Shame (3:29)
5. Love Her With A Feeling (4:27)
6. Little Dab-A-Do (5:19)
7. Someone Else Is Steppin' In (Slippin' Out, Slippin' In) (4:26)
8. Trouble Blues (3:07)
9. Man Of Many Words (3:02)
10. Don't Tell Me About The Blues (6:16)
11. Cities Need Help (5:29)",Vinyl,"Music On Vinyl, Silvertone Records",2024
buddy-guy-sweet-tea-lp-new-vinyl-movlp139,"1. Done Got Old (3:23)
2. Baby Please Don't Leave Me (7:24)
3. Look What All You Got (4:45)
4. Stay All Night (4:10)
5. Tramp (6:47)
6. She Got The Devil In Her (5:10)
7. I Gotta Try You Girl (12:09)
8. Who's Been Foolin' You (4:55)
9. It's A Jungle Out There (5:38)",Vinyl,"Music On Vinyl, Silvertone Records",2018
haim-2-days-are-gone-lp-new-vinyl-4561841,"1. Falling (4:17)
2. Forever (4:05)
3. The Wire (4:05)
4. If I Could Change Your Mind (3:50)
5. Honey & I (4:11)
6. Don't Save Me (3:51)
7. Days Are Gone (3:33)
8. My Song 5 (3:53)
9. Go Slow (4:17)
10. Let Me Go (4:08)
11. Running If You Call My Name (4:04)
12. Better Off (3:36)
13. Send Me Down (4:18)
14. Edge (3:39)
15. Go Slow (Demo) (2:45)
16. Falling (Duke Dumont Remix) (5:36)
17. Don’t Save Me (Cyril Hahn Remix) (5:16)
18. Forever (Giorgio Moroder Remix) (4:19)
19. If I Could Change Your Mind (Cerrone Funk Remix) (3:58)",Vinyl,"Polydor, Universal Music Recordings",2023
haim-2-i-quit-lp-new-vinyl-7572738,"1. Gone (4:19)
2. All Over Me (3:22)
3. Relationships (3:22)
4. Down To Be Wrong (4:09)
5. Take Me Back (3:45)
6. Love You Right (3:36)
7. The Farm (3:54)
8. Lucky Stars (3:18)
9. Million Years (3:42)
10. Everybody's Trying To Figure Me Out (3:53)
11. Try To Feel My Pain (2:31)
12. Spinning (2:54)
13. Cry (3:30)
14. Blood On The Street (2:58)
15. Now It's Time (3:42)",Vinyl,"Polydor, Polydor",2025
johnny-hallyday-johnny-a-lolympia-lp-new-vinyl-vp80080,"1. Laissez-Nous Twister 
2. Elle Est Terrible 
3. L'Idole Des Jeunes 
4. C'Est Une Fille Comme Toi 
5. Dans Un Jardin D'Amour 
6. Serre La Main D'Un Fou 
7. Pas Cette Chanson 
8. Retiens La Nuit 
9. La Bagarre 
10. C'Est La Mashed Potatoes 
11. Comme L'Eté Dernier 
12. Viens Danser La Twist - Mashed Potatoes 
13. Tout Bas, Tout Bas, Tout Bas 
14. C'Est Tellement Bon 
15. Bonus Tracks - Au Festival De Rock 'n' Roll '61 
16. Depuis Qu'Ma Môme 
17. Souvenirs Souvenirs ",Vinyl,Vinyl Passion,2017
halsey-if-i-cant-have-love-i-want-power-lp-new-vinyl-824196,"1. The Tradition 
2. Bells In Santa Fe 
3. Easier Than Lying 
4. Lilith 
5. Girl Is A Gun 
6. You Asked For This 
7. Darling 
8. 1121 
9. Honey 
10. Whispers 
11. I Am Not A Woman I'm A God 
12. The Lighthouse 
13. Ya'Aburnee ",Vinyl,"Capitol Records, Capitol Records",2022
halsey-if-i-cant-have-love-i-want-power-lp-new-vinyl-3824193,"1. The Tradition (3:46)
2. Bells In Santa Fe (3:37)
3. Easier Than Lying (3:26)
4. Lilith (2:47)
5. Girl Is A Gun (2:26)
6. You Asked For This (4:25)
7. Darling (3:02)
8. 1121 (2:42)
9. Honey (2:53)
10. Whispers (3:11)
11. I Am Not A Woman, I'm A God (2:56)
12. The Lighthouse (4:33)
13. Ya'aburnee (3:08)",Vinyl,Capitol Records,2021
scott-hamilton-live-at-de-tor-lp-new-vinyl-movlp3726c,"1. Rhythm Riff (11:08)
2. Easy To Love (10:25)
3. Old Folks (9:08)
4. Tangerine (11:37)
5. After You've Gone (7:59)
6. Pennies From Heaven (11:28)",Vinyl,"Music On Vinyl, Timeless (9)",2024
herbie-hancock-crossings-lp-new-vinyl-movlp2189,"1. Sleeping Giant (24:50)
2. Quasar (7:27)
3. Water Torture (14:04)",Vinyl,Music On Vinyl,2019
herbie-hancock-empyrean-isles-lp-new-vinyl-4859562,"1. One Finger Snap 
2. Oliloqui Valley 
3. Cantaloupe Island 
4. The Egg ",Vinyl,"Blue Note, UMe, Blue Note, Blue Note, UMe, Blue Note, Blue Note",2023
herbie-hancock-fat-albert-rotunda-lp-new-vinyl-movlp2187,"1. Wiggle Waggle (5:48)
2. Fat Mama (3:45)
3. Tell Me A Bedtime Story (5:00)
4. Oh! Oh! Here He Comes (4:05)
5. Jessica (4:11)
6. Fat Albert Rotunda (6:27)
7. Lil' Brother (4:25)",Vinyl,"Music On Vinyl, Warner Bros. Records",2019
herbie-hancock-secrets-lp-new-vinyl-movlp1023,"1. Doin' It (8:00)
2. People Music (7:07)
3. Cantelope Island (7:06)
4. Spider (7:20)
5. Gentle Thoughts (7:01)
6. Swamp Rat (6:25)
7. Sansho Shima (4:50)",Vinyl,"Music On Vinyl, Columbia",2014
herbie-hancock-sextant-lp-new-vinyl-movlp522,"1. Rain Dance (9:16)
2. Hidden Shadows (10:13)
3. Hornets (19:36)",Vinyl,"Music On Vinyl, Columbia",2012
herbie-hancock-sunlight-lp-new-vinyl-movlp1970,"1. I Thought It Was You (8:54)
2. Come Running To Me (8:23)
3. Sunlight (7:09)
4. No Means Yes (6:18)
5. Good Question (8:31)",Vinyl,"Music On Vinyl, Columbia",2017
herbie-hancock-thrust-lp-new-vinyl-movlp032,"1. Palm Grease (10:38)
2. Actual Proof (9:42)
3. Butterfly (11:18)
4. Spank-A-Lee (7:12)",Vinyl,"Music On Vinyl, Columbia, Legacy",2009
hank-mobley-mobleys-message-lp-new-vinyl-saarlpm2033,"1. Bouncing With Bud 
2. 52nd Street Theme 
3. Minor Disturbance 
4. Au Privave 
5. Little Girl Blue 
6. Alternating Current ",Vinyl,Music,2024
hanoi-rocks-two-steps-from-the-move-lp-new-vinyl-movlp3098,"1. Up Around the Bend 
2. High School 
3. I Can’t Get It 
4. Underwater World 
5. Don’t You Ever Leave Me 
6. Million Miles Away 
7. Boulevard of Broken Dreams 
8. Boiler (Me Boiler ’N’ Me) 
9. Futurama 
10. Cutting Corners ",Vinyl,"Sony Music, Music On Vinyl",2023
hardcore-superstar-no-regrets-lp-new-vinyl-movlp3806c,"1. Wall Of Complaint 
2. No Regrets 
3. Breakout 
4. Soul Of Sweetness 
5. Honey Tongue 
6. Still I'm Glad 
7. Bring Me Back 
8. Pathetic Way Of Life 
9. I'ts So True 
10. Why Can't You Love Me Like Before 
11. The Last Great Day 
12. I Can't Change 
13. You Know Where We All Belong ",Vinyl,Music On Vinyl,2025
franoise-hardy-franoise-hardy-lp-new-vinyl-saarlpj5034g,"1. Il Tuo Migliore Amico  
2. Io Vorrei 
3. Per Tanto Tempo 
4. L'Amore Va 
5. Una Ragazza Come Le Altre 
6. Quelli Della Mia Età 
7. Ci Stò (J'Suis D'Accord) 
8. È All'Amore Che Penso 
9. L'Età Dell'Amore 
10. Oh Oh Cheri 
11. Il Ragazzo Della Via Gluck ",Vinyl,SAAR Records,2023
franoise-hardy-tous-les-garons-et-les-filles-lp-new-vinyl-vp80035,"1. Tous Les Garçons Et Les Filles 
2. Ca A Raté 
3. La Fille Avec Toi 
4. Oh Oh Chéri 
5. Le Temps De L'amour 
6. Il Est Tout Pour Moi 
7. On Se Plaît 
8. Ton Meilleur Ami 
9. J'ai Jeté Mon Coeur 
10. Il Est Parti Un Jour 
11. J'suis D'accord 
12. C'est A L'amour Auquel Je Pense 
13. Bonus Tracks 
14. Quelli Della Mia Età (Tous Les Garçons Et Les Filles) 
15. Ci Sto (J'suis D'accord) 
16. E All'amore Che Penso (C'est A L'amour Auquel Je Pense) 
17. L'età Dell'amore (Le Temps De L'amour) ",Vinyl,Vinyl Passion,2013
harold-melvin-and-the-blue-notes-wake-up-everybody-lp-new-vinyl-movlp411c,"1. Wake Up Everybody (7:30)
2. Keep On Lovin' You (3:40)
3. You Know Who To Make Me Feel Good (5:17)
4. Don't Leave Me This Way (6:08)
5. Tell The World How I Feel About 'Cha Baby (5:54)
6. To Be Free To Be Who You Are (5:09)
7. I'm Searching For A Love (5:23)
8. Bonus Track 
9. Don't Leave Me This Way (Tom Moulton Mix) (11:02)",Vinyl,"Music On Vinyl, Philadelphia International Records",2025
harold-y-su-banda-evolucion-lp-new-vinyl-movlp3060c,"1. Evolución 
2. Alguien 
3. Yany Yany 
4. Bajo El Sol 
5. Latino 
6. Ansias De Vivir 
7. Busque El Gato ",Vinyl,"Columbia, Music On Vinyl",2022
eddie-harris-people-get-funny-lp-new-vinyl-movlp3712c,"1. People Get Funny When They Get A Little Money (4:34)
2. La Carnival (8:00)
3. Ski Ball (5:14)
4. Three Quarter Miles (6:00)
5. Silver Plated (4:24)
6. Hal Strange (5:21)
7. The Time Of My Live (3:47)
8. Step Down To The Top (2:53)",Vinyl,"Music On Vinyl, Timeless Records (3)",2024
george-harrison-all-things-must-pass-50th-anniversary-edition-lp-new-vinyl-3567601,"1. I'd Have You Anytime 
2. My Sweet Lord 
3. Wah-Wah 
4. Isn't It A Pity (Version One) 
5. What Is Life 
6. If Not For You 
7. Behind That Locked Door 
8. Let It Down 
9. Run Of The Mill 
10. I Live For You 
11. Art Of Dying 
12. Awaiting On You All 
13. All Things Must Pass 
14. I Dig Love 
15. Apple Scruffs 
16. Hear Me Lord 
17. Out Of The Blue (Bonus) 
18. It's Johnny's Birthday (Bonus) 
19. Plug Me In (Bonus) 
20. I Remember Jeep (Bonus) 
21. Thanks For The Pepperoni (Bonus) 
22. And I Love Her (Early Take) 
23. Get Back (Early Take) 
24. Long, Long, Long (Early Take) 
25. Isn't It A Pity (Take 14) 
26. What Is Life (Take 1) 
27. My Sweet Lord (Take 1) 
28. Awaiting On You All (Take 1) 
29. Behind That Locked Door (Take 2) 
30. Apple Scruffs (Take 1) 
31. Run Of The Mill (Take 1) 
32. Art Of Dying (Take 1) 
33. Hear Me Lord (Take 1) ","5xVinyl, LP, Box Set, Album, Reissue, 50th Anniversary Edition, 180 Gram, Remastered","Apple Records, Capitol Records, UMe",2021
george-harrison-wonderwall-music-lp-new-vinyl-0602557090307,"1. Microbes (3:39)
2. Red Lady Too (1:58)
3. Tabla And Pakavaj (1:04)
4. In The Park (4:05)
5. Drilling A Home (3:08)
6. Guru Vandana (1:02)
7. Greasy Legs (1:27)
8. Ski-ing (1:37)
9. Gat Kirwani (1:15)
10. Dream Scene (5:33)
11. Party Seacombe (4:20)
12. Love Scene (4:15)
13. Crying (1:12)
14. Cowboy Music (1:22)
15. Fantasy Sequins (1:43)
16. On The Bed (1:03)
17. Glass Box (2:15)
18. Wonderwall To Be Here (1:23)
19. Singing Om (1:53)",Vinyl,"Apple Records, Apple Records, Apple Records",2017
the-harry-roche-constellation-spiral-lp-new-vinyl-movlp3520c,"1. Superwoman (4:05)
2. Tangerine (3:35)
3. That's Living (2:46)
4. Rhapsody In Blue (2:50)
5. Good Morning Heartache (3:21)
6. Pinball Wizard (3:25)
7. Lay Lady Lay (3:30)
8. Nancy (4:00)
9. Ludmilla's Theme (2:10)
10. Spiral (10:40)",Vinyl,"BMG, Music On Vinyl",2023
gordon-haskell-it-is-and-it-isnt-lp-new-vinyl-movlp3376c,"1. No Meaning (3:25)
2. Could Be (3:16)
3. Upside Down (4:28)
4. Just A Lovely Place (4:56)
5. Sitting By The Fire (3:41)
6. When I Lose (0:18)
7. No Need (2:46)
8. Worms (4:40)
9. Spider (4:15)
10. Learning Not To Feel (2:33)
11. Benny (4:46)
12. When I Laugh (0:25)",Vinyl,"Music On Vinyl, ATCO Records",2023
wolfgang-amadeus-mozart-clara-haskil-arthur-grumiaux-sonatas-for-piano-violin-lp-new-vinyl-vpc85039,"1. Sonata In G Major, K. 301 
2. Sonata In B Flat Major, K. 378 
3. Sonata In E Minor, K. 304 
4. Sonata In F Major, K. 376 ",Vinyl,Vinyl Passion Classical,2017
richard-hawley-ladys-bridge-lp-new-vinyl-setlp171c,"1. Valentine 
2. Roll River Roll 
3. Serious  
4. Tonight The Streets Are Ours 
5. Lady Solitude 
6. Dark Road 
7. The Sea Calls 
8. Lady's Bridge 
9. I'm Looking For Someone To Find Me 
10. Our Darkness 
11. The Sun Refused To Shine ",Vinyl,Setanta,2019
